Name,Review,UpVotes,Rating,Date,Opinion Unit,Unsupervised labels
Alexandra Wolfe,This has been primary video playing app for years but the latest update has really done number forgets where and has trouble with some files types never had before still preferred but problems continue will find something else,20.0,5.0,"February 8, 2020","[['this', 'primary', 'video', 'playing', 'app', 'years', 'latest', 'update', 'really', 'done', 'number'], ['it', 'forgets', 'trouble', 'files', 'types', 'never'], ['it', 'still', 'preferred', 'problems', 'continue', 'i', 'find', 'something', 'else'], []]","['Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA']"
paquito malgesto,Damn guys don know what you did bit hope you can undo vlc was working just fine now doesn shows all videos can sort them size video suddenly stops rescan libraries all kind troubles didn had the previous version hope you can fix because this still,54.0,3.0,"February 5, 2020","[['damn', 'guys', 'i', 'know', 'bit', 'i', 'hope', 'undo', 'mi', 'vlc', 'working', 'fine', 'shows', 'videos', 'ca', 'sort', 'size', 'video', 'suddenly', 'stops', 'rescan', 'libraries', 'kind', 'troubles', 'previous', 'version'], ['i', 'hope', 'fix', 'still']]","['Redundant/NA', 'Redundant/NA']"
desreveR Kepler,Problem having fit screen just only zoomed the video Can you fix this have some videos and when resize best fit others except the fit screen have big border Well have problem wheb just having center JUST FIX THE FIT screen thats all that,28.0,2.0,"February 6, 2020","[['problem', 'fit', 'screen', 'zoomed', 'video'], ['can', 'fix', 'i', 'videos', 'sd', 'resize', 'best', 'fit', 'others', 'except', 'fit', 'screen', 'big', 'border'], ['well', '720p', 'problem', 'wheb', 'center'], ['just', 'fix', 'the', 'fit', 'screen', 'thats', 'i']]","['Redundant/NA', 'Redundant/NA', 'neutral', 'neutral']"
Daniel Leiman,Not liking the overhaul The new vlc has less options worse option for grid view Resume last playlist doesn work Lost all previously saved playlists sort date last played very disappointed with the most recent VLC update and that they have released additional updat,90.0,3.0,"February 11, 2020","[['not', 'liking', 'overhaul', 'the', 'new', 'vlc', 'less', 'options', 'worse', 'ui', 'no', 'option', 'grid', 'view', 'resume', 'last', 'playlist', 'work', 'lost', 'previously', 'saved', 'playlists', 'no', 'sort', 'date', 'last', 'played', 'i', 'disappointed', '2nd', 'recent', 'vlc', 'update', 'released', 'additional', 'updat']]",['Feature Request']
Shailen Sobhee,video played audio keeps stopping all the time did disable battery optimisation Really can figure out why the video keeps stopping after some time then need pull out phone and press play again,6.0,1.0,"February 14, 2020","[['my', 'video', 'played', 'audio', 'keeps', 'stopping', 'time'], ['i', 'disable', 'battery', 'optimisation'], ['really', 'ca', 'figure', 'video', 'keeps', 'stopping', 'time'], ['i', 'need', 'pull', 'phone', 'press', 'play'], []]","['Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA']"
Anno Niem,Updates shouldn remove functionality but they did And wat were they thinking making longer filename tiles scroll can hardly read episode name number anymore one them constantly off screen And ofc setting disable something like that,9.0,1.0,"February 14, 2020","[['updates', 'remove', 'functionality'], ['and', 'wat', 'thinking', 'making', 'longer', 'filename', 'tiles', 'scroll', 'i', 'hardly', 'read', 'episode', 'name', 'number', 'anymore', 'one', 'constantly', 'screen'], ['and', 'ofc', 'setting', 'disable', 'something', 'like'], []]","['Redundant/NA', 'Redundant/NA', 'neutral', 'Redundant/NA']"
Keith Prescott,have used VLC across many platforms for probably the last years and while there are few extra options would like for audio playback still recommend VLC exclusively anyone that needs any type media player,5.0,1.0,"February 17, 2020","[['i', 'used', 'vlc', 'across', 'many', 'platforms', 'probably', 'last', '19', 'years', 'extra', 'options', 'i', 'would', 'like', 'audio', 'playback', 'i', 'still', 'recommend', 'vlc', 'exclusively', 'anyone', 'needs', 'type', 'media', 'player'], []]","['neutral', 'Redundant/NA']"
Loreflor Mina,Simply the best player all platforms Android Windows Linux runs all formats from FLAC with problems all also have plenty awesome features like the ability play videos the background feature that android lacked for versions,40.0,5.0,"February 2, 2020","[['simply', 'best', 'player', 'platforms', 'android', 'windows', 'linux'], [], ['runs', 'formats', 'mp3', 'flac', 'x265', 'problems'], [], ['also', 'plenty', 'awesome', 'features', 'like', 'ability', 'play', 'videos', 'background'], [], ['feature', 'android', 'lacked', '10', 'versions']]","['Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'neutral', 'Redundant/NA', 'Feature Request']"
Jordan Goretti,solid media player Every time the app launched and the first song played crackles and stutters for the first few seconds does this EVERY time Please fix this exceedingly annoying,29.0,5.0,"February 2, 2020","[['it', 'solid', 'media', 'player'], ['every', 'time', 'app', 'launched', 'first', 'song', 'played', 'crackles', 'stutters', 'first', 'seconds'], ['it', 'every', 'time'], ['please', 'fix'], ['it', 'exceedingly', 'annoying'], []]","['Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA']"
Clinton Scotcher,very good Music and Video Application Reads various files very well Playback smooth and the welcome bonus And thank you for making this professional application free one the best available,1357.0,4.0,"February 2, 2020","[['a', 'good', 'music', 'video', 'application'], ['reads', 'various', 'files', 'well'], ['playback', 'smooth', 'eq', 'welcome', 'bonus'], ['and', 'thank', 'making', 'professional', 'application', 'free', 'one', 'best', 'available'], []]","['neutral', 'neutral', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA']"
vivek seran,Screen cast has stopped working says file path missing something like that but works fine other players Come guys you are one the best media player out there don know how many more people are facing this issue,23.0,5.0,"February 8, 2020","[['screen', 'cast', 'stopped', 'working'], ['it', 'says', 'file', 'path', 'missing', 'something', 'like', 'works', 'fine', 'players'], ['come', 'guys', 'one', 'best', 'media', 'player'], ['i', 'know', 'many', 'people', 'facing', 'issue']]","['Redundant/NA', 'neutral', 'Redundant/NA', 'Support']"
Antonio Garcia,Did last update and not working the full screen with one touch icon for full screen and you phone goes black mode but now you see your phone and the same time please fix this was star app,8.0,2.0,"February 16, 2020","[['did', 'last', 'update', 'working', 'full', 'screen', 'one', 'touch', 'icon', 'full', 'screen', 'phone', 'goes', 'black', 'mode', 'see', 'phone', 'tv', 'time', 'please', 'fix', '5', 'star', 'app'], []]","['neutral', 'Redundant/NA']"
Ioannis Papadopoulos,stops casting the lately simply disappears out nowhere closed the app What the matter Mind that have excluded from battery optimization,4.0,1.0,"February 15, 2020","[['it', 'stops', 'casting', 'tv', 'lately'], ['it', 'simply', 'disappears', 'nowhere', 'i', 'closed', 'app'], ['what', 'matter', 'mind', 'i', 'excluded', 'battery', 'optimization']]","['Redundant/NA', 'Redundant/NA', 'Redundant/NA']"
Peter Skeberdis,great all around video and music player Loved essential mobile devices Yes feature rich and takes time learn the all the fine points but the effort worth,36.0,3.0,"February 1, 2020","[['a', 'great', 'around', 'video', 'music', 'player'], ['loved', 'pc', 'essential', 'mobile', 'devices'], ['yes', 'feature', 'rich', 'takes', 'time', 'learn', 'fine', 'points', 'effort', 'worth'], []]","['Redundant/NA', 'Redundant/NA', 'Feature Request', 'Redundant/NA']"
Chad Jones,all the countless media players used either phones computers VLC far the best Never had any issues complaints about Make your playlist turn and close the screen about your business,510.0,5.0,"January 28, 2020","[['of', 'countless', 'media', 'players', 'i', 'used', 'either', 'phones', 'computers', 'vlc', 'far', 'best'], ['never', 'issues', 'complaints'], ['make', 'playlist', 'turn', 'close', 'screen', 'go', 'business'], []]","['Redundant/NA', 'Bug', 'Redundant/NA', 'Redundant/NA']"
Kiel Jordan,can not for the life get subs load have been using this app and been working fine for the last year and have the srt files but simply will not display,2.0,5.0,"February 15, 2020","[['i', 'life', 'get', 'subs', 'load'], ['i', 'using', 'app', 'working', 'fine', 'last', 'year', 'i', 'srt', 'files', 'simply', 'display'], []]","['Redundant/NA', 'Redundant/NA', 'Redundant/NA']"
Ненад Стефан Илић,Many possibilities but many bugs too Playlists sometimes impossible remove too long refresh even with RAM Streams and iptv lists play options surprisingly very limited,3.0,4.0,"February 16, 2020","[['many', 'possibilities', 'many', 'bugs', 'playlists', 'sometimes', 'impossible', 'remove', 'long', 'refresh', 'even', '10', 'gb', 'ram', 'streams', 'iptv', 'lists', 'play', 'options', 'surprisingly', 'limited']]",['Bug']
Augusta Leorok,This app does not play neither music video nor audio music don exactly understand the problem just starts the audio music video music then sports suddenly using android sumsang Thanks advance,5.0,2.0,"February 14, 2020","[['this', 'app', 'play', 'neither', 'music', 'video', 'audio', 'music', 'i', 'exactly', 'understand', 'problem', 'starts', 'audio', 'music', 'video', 'music', 'sports', 'suddenly', 'using', 'android', 'sumsang', 'j4'], ['thanks', 'advance'], []]","['Redundant/NA', 'Redundant/NA', 'Redundant/NA']"
Gurjeet Singh,After update why video also play mobile screen when cast previous version there option show video mobile But after update while casting video plays both and mobile Plz help,4.0,1.0,"February 17, 2020","[['after', 'update', 'video', 'also', 'play', 'mobile', 'screen', 'cast', 'tv'], ['in', 'previous', 'version', 'option', 'show', 'video', 'mobile'], ['but', 'update', 'casting', 'tv', 'video', 'plays', 'tv', 'mobile'], ['plz', 'help']]","['Redundant/NA', 'Feature Request', 'Redundant/NA', 'Support']"
Norman Cates,Really unintuitive Adding files playlists awful You tap the playlist name and transfers the name down the bottom create new playlist And indicator anything has happened Terrible,27.0,1.0,"February 4, 2020","[['really', 'unintuitive'], ['adding', 'files', 'playlists', 'awful', 'you', 'tap', 'playlist', 'name', 'transfers', 'name', 'bottom', 'create', 'new', 'playlist'], ['and', 'indicator', 'anything', 'happened'], ['terrible', 'ui']]","['Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA']"
Rahul Panwar,Still best media player for but comes with some issue with new updates for selecting song but other also get seleceted automatically while making playlist and recent play option not like old version hope you guys make better with new update,15.0,2.0,"February 3, 2020","[['still', 'best', 'media', 'player', 'comes', 'issue', 'new', 'updates', 'ea'], ['selecting', 'song', 'also', 'get', 'seleceted', 'automatically', 'making', 'playlist', 'recent', 'play', 'option', 'like', 'old', 'version'], [], [], ['hope', 'guys', 'make', 'better', 'new', 'update']]","['Support', 'neutral', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA']"
Michael Feliu,Love VLC However the Google Chromebook have not working well with this version the product find this more Google issue VLC has always been dependable for,7.0,3.0,"February 12, 2020","[['love', 'vlc'], ['however', 'google', 'chromebook', 'i', 'working', 'well', 'version', 'product'], ['i', 'find', 'google', 'issue', 'vlc', 'always', 'dependable'], []]","['neutral', 'neutral', 'neutral', 'Redundant/NA']"
Muhammad Talha,From last update unable download subtitles Please fix this Before was very good updated again after last review and problem still the same Even performance got worse before was good,19.0,2.0,"February 9, 2020","[['from', 'last', 'update', 'i', 'unable', 'download', 'subtitles'], ['please', 'fix', 'before', 'good', 'i', 'updated', 'last', 'review', 'problem', 'still'], ['even', 'performance', 'got', 'worse', 'good'], []]","['Redundant/NA', 'neutral', 'neutral', 'Redundant/NA']"
Austine Njunge,good video and music player which plays many video and music formats which probably cannot played other apps out there personally best video player also good sound booster the audio your media files,19.0,1.0,"February 12, 2020","[['it', 'good', 'video', 'music', 'player', 'plays', 'many', 'video', 'music', 'formats', 'probably', 'played', 'apps'], ['it', 'personally', 'best', 'video', 'player'], ['it', 'also', 'good', 'sound', 'booster', 'audio', 'media', 'files'], []]","['neutral', 'Redundant/NA', 'neutral', 'Redundant/NA']"
Grant Galloway,This app used great was able choose play multiple videos not anymore now only plays the first video chosen and repeats until choose the next video want play Why,16.0,5.0,"February 3, 2020","[['this', 'app', 'used', 'great'], ['i', 'able', 'choose', 'play', 'multiple', 'videos', 'anymore'], ['it', 'plays', 'first', 'video', 'chosen', 'repeats', 'i', 'choose', 'next', 'video', 'i', 'want', 'play'], ['why']]","['Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA']"
Rajat Deb,would like report bug have load subtitle file everytime pause the video and the screen offs happens with the integrated subtitles too,1.0,1.0,"February 17, 2020","[['i', 'would', 'like', 'report', 'bug'], ['i', 'load', 'subtitle', 'file', 'everytime', 'pause', 'video', 'screen', 'offs'], ['it', 'happens', 'integrated', 'subtitles']]","['neutral', 'Redundant/NA', 'Redundant/NA']"
John Smith,This app was great until the past couple months The Cast button longer appears the ONE reason got for Android sad because love VLC,74.0,5.0,"February 2, 2020","[['this', 'app', 'great', 'past', 'couple', 'months'], ['the', 'cast', 'button', 'longer', 'appears', 'it', 'one', 'reason', 'i', 'got', 'android'], ['i', 'sad', 'i', 'love', 'vlc'], []]","['Redundant/NA', 'Redundant/NA', 'neutral', 'Redundant/NA']"
